Team;Type;Rank;Date;Round;Venue;Scorer;Opponent;Start;xG;PSxG;Body Part;Distance;Minute;Score;Goalkeeper;Assist;GCA1;Type GCA1;GCA2;Type GCA2;Note;Motion
Burnley;For;30;30/03/2024;Matchweek 30;Away;Josh Cullen;Chelsea;Y*;0.05;0.28;Right Foot;24;47;0-1;Đorđe Petrović;Josh Brownhill;Josh Brownhill;Pass (Live);Josh Cullen;Pass (Live);Volley;In Game
Burnley;For;31;30/03/2024;Matchweek 30;Away;Dara O'Shea;Chelsea;Y;0.04;0.20;Head;9;81;01-févr;Đorđe Petrović;Josh Cullen;Josh Cullen;Pass (Dead);Josh Cullen;Pass (Dead);;Set Piece
Burnley;Against;64;30/03/2024;Matchweek 30;Away;Cole Palmer;Chelsea;Y;0.79;0.84;Left Foot;13;44;0-0;Arijanet Muric;;Mykhailo Mudryk;Fouled;Cole Palmer;Pass (Live);;Penalty Kick
Burnley;Against;65;30/03/2024;Matchweek 30;Away;Cole Palmer;Chelsea;Y;0.38;0.91;Left Foot;16;78;01-janv;Arijanet Muric;Raheem Sterling;Raheem Sterling;Pass (Live);Enzo Fernández;Pass (Live);;In Game
Chelsea;For;48;30/03/2024;Matchweek 30;Home;Cole Palmer;Burnley;Y;0.79;0.84;Left Foot;13;44;0-0;Arijanet Muric;;Mykhailo Mudryk;Fouled;Cole Palmer;Pass (Live);;Penalty Kick
Chelsea;For;49;30/03/2024;Matchweek 30;Home;Cole Palmer;Burnley;Y;0.38;0.91;Left Foot;16;78;01-janv;Arijanet Muric;Raheem Sterling;Raheem Sterling;Pass (Live);Enzo Fernández;Pass (Live);;In Game
Chelsea;Against;46;30/03/2024;Matchweek 30;Home;Josh Cullen;Burnley;Y*;0.05;0.28;Right Foot;24;47;0-1;Đorđe Petrović;Josh Brownhill;Josh Brownhill;Pass (Live);Josh Cullen;Pass (Live);Volley;In Game
Chelsea;Against;47;30/03/2024;Matchweek 30;Home;Dara O'Shea;Burnley;Y;0.04;0.20;Head;9;81;01-févr;Đorđe Petrović;Josh Cullen;Josh Cullen;Pass (Dead);Josh Cullen;Pass (Dead);;Set Piece
Crystal Palace;For;34;30/03/2024;Matchweek 30;Away;Jean-Philippe Mateta;Nott'ham Forest;Y;0.14;0.24;Right Foot;17;11;0-0;Matz Sels;Eberechi Eze;Eberechi Eze;Pass (Live);Jefferson Lerma;Pass (Live);;In Game
Crystal Palace;Against;49;30/03/2024;Matchweek 30;Away;Chris Wood;Nott'ham Forest;Y;0.48;0.65;Head;5;61;0-1;Dean Henderson;Morgan Gibbs-White;Morgan Gibbs-White;Pass (Live);Gio Reyna;Pass (Live);;In Game
Everton;For;30;30/03/2024;Matchweek 30;Away;Beto;Bournemouth;N;0.43;0.93;Left Foot;6;87;0-1;Neto;;Dominic Calvert-Lewin;Pass (Live);Jarrad Branthwaite;Pass (Live);;In Game
Everton;Against;40;30/03/2024;Matchweek 30;Away;Dominic Solanke;Bournemouth;Y;0.62;0.81;Head;4;64;0-0;Jordan Pickford;Lloyd Kelly;Lloyd Kelly;Pass (Live);Marcus Tavernier;Pass (Live);;In Game
Everton;Against;41;30/03/2024;Matchweek 30;Away;Séamus Coleman (OG);Bournemouth;Y*;;;;;90+1;01-janv;Jordan Pickford;;;;;;Own Goal;In Game
Fulham;For;44;30/03/2024;Matchweek 30;Away;João Palhinha;Sheffield Utd;Y;0.07;0.39;Head;9;62;0-1;Ivo Grbić;Andreas Pereira;Andreas Pereira;Pass (Dead);Andreas Pereira;Pass (Live);;Set Piece
Fulham;For;45;30/03/2024;Matchweek 30;Away;Bobby Reid;Sheffield Utd;N;0.05;0.21;Right Foot;25;86;01-mars;Ivo Grbić;Tom Cairney;Tom Cairney;Pass (Live);Tom Cairney;Take-On;;In Game
Fulham;For;46;30/03/2024;Matchweek 30;Away;Rodrigo Muniz;Sheffield Utd;Y;0.09;0.23;Right Foot;13;90+3;02-mars;Ivo Grbić;Adama Traoré;Adama Traoré;Pass (Live);Willian;Pass (Live);Volley;In Game
Fulham;Against;45;30/03/2024;Matchweek 30;Away;Ben Brereton;Sheffield Utd;Y;0.56;0.70;Right Foot;8;58;0-0;Bernd Leno;Oliver McBurnie;Oliver McBurnie;Pass (Live);Ben Osborn;Pass (Live);;In Game
Fulham;Against;46;30/03/2024;Matchweek 30;Away;Oliver McBurnie;Sheffield Utd;Y;0.70;0.23;Left Foot;8;68;01-janv;Bernd Leno;Ben Brereton;Ben Brereton;Pass (Live);Gustavo Hamer;Pass (Dead);;Set Piece
Fulham;Against;47;30/03/2024;Matchweek 30;Away;Ben Brereton;Sheffield Utd;Y;0.47;0.44;Head;5;70;02-janv;Bernd Leno;Gustavo Hamer;Gustavo Hamer;Pass (Live);Oliver McBurnie;Pass (Live);;In Game
Liverpool;For;66;31/03/2024;Matchweek 30;Home;Luis Díaz;Brighton;Y;0.46;0.37;Right Foot;6;27;0-1;Bart Verbruggen;;Mohamed Salah;Pass (Live);Wataru Endo;Pass (Live);Volley;In Game
Liverpool;For;67;31/03/2024;Matchweek 30;Home;Mohamed Salah;Brighton;Y;0.44;0.84;Left Foot;10;65;01-janv;Bart Verbruggen;Alexis Mac Allister;Alexis Mac Allister;Pass (Live);Dominik Szoboszlai;Pass (Live);;In Game
Liverpool;Against;27;31/03/2024;Matchweek 30;Home;Danny Welbeck;Brighton;Y;0.05;0.44;Right Foot;17;2;0-0;Caoimhín Kelleher;;;;;;Volley;In Game
Luton Town;For;43;30/03/2024;Matchweek 30;Away;Tahith Chong;Tottenham;Y;0.12;0.55;Left Foot;13;3;0-0;Guglielmo Vicario;Ross Barkley;Ross Barkley;Pass (Live);Andros Townsend;Pass (Live);;In Game
Luton Town;Against;61;30/03/2024;Matchweek 30;Away;Issa Kaboré (OG);Tottenham;Y;;;;;51;0-1;Thomas Kaminski;;;;;;Own Goal;In Game
Luton Town;Against;62;30/03/2024;Matchweek 30;Away;Son Heung-min;Tottenham;Y*;0.22;0.13;Right Foot;15;86;01-janv;Thomas Kaminski;Brennan Johnson;Brennan Johnson;Pass (Live);Timo Werner;Pass (Live);Deflected;In Game
Manchester Utd;For;40;30/03/2024;Matchweek 30;Away;Mason Mount;Brentford;N;0.11;0.87;Left Foot;11;90+6;0-0;Mark Flekken;Casemiro;Casemiro;Pass (Live);Casemiro;Pass (Live);;In Game
Manchester Utd;Against;40;30/03/2024;Matchweek 30;Away;Kristoffer Ajer;Brentford;Y;0.36;0.41;Right Foot;9;90+9;0-1;André Onana;Ivan Toney;Ivan Toney;Pass (Live);Ivan Toney;Take-On;;In Game
Newcastle Utd;For;60;30/03/2024;Matchweek 30;Home;Alexander Isak;West Ham;Y;0.79;0.99;Right Foot;13;6;0-0;Alphonse Areola;;Anthony Gordon;Fouled;Anthony Gordon;Pass (Live);;Penalty Kick
Newcastle Utd;For;61;30/03/2024;Matchweek 30;Home;Alexander Isak;West Ham;Y;0.79;1.00;Right Foot;13;77;01-mars;Łukasz Fabiański;;Anthony Gordon;Fouled;Bruno Guimarães;Shot;;Penalty Kick
Newcastle Utd;For;62;30/03/2024;Matchweek 30;Home;Harvey Barnes;West Ham;N;0.57;0.67;Right Foot;13;83;02-mars;Łukasz Fabiański;Alexander Isak;Alexander Isak;Pass (Live);Fabian Schär;Pass (Live);;In Game
Newcastle Utd;For;63;30/03/2024;Matchweek 30;Home;Harvey Barnes;West Ham;N;0.06;0.41;Right Foot;26;90;03-mars;Łukasz Fabiański;Anthony Gordon;Harvey Barnes;Take-On;Anthony Gordon;Pass (Live);;In Game
Newcastle Utd;Against;49;30/03/2024;Matchweek 30;Home;Michail Antonio;West Ham;Y;0.46;0.54;Right Foot;15;21;0-1;Martin Dúbravka;Lucas Paquetá;Lucas Paquetá;Pass (Live);James Ward-Prowse;Pass (Live);;In Game
Newcastle Utd;Against;50;30/03/2024;Matchweek 30;Home;Kudus Mohammed;West Ham;Y;0.16;0.66;Right Foot;11;45+10;01-janv;Martin Dúbravka;Jarrod Bowen;Lucas Paquetá;Pass (Dead);Kudus Mohammed;Fouled;;Set Piece
Newcastle Utd;Against;51;30/03/2024;Matchweek 30;Home;Jarrod Bowen;West Ham;Y;0.20;0.17;Right Foot;19;48;02-janv;Martin Dúbravka;Kudus Mohammed;Kudus Mohammed;Pass (Live);Kudus Mohammed;Take-On;;In Game
Nott'ham Forest;For;36;30/03/2024;Matchweek 30;Home;Chris Wood;Crystal Palace;Y;0.48;0.65;Head;5;61;0-1;Dean Henderson;Morgan Gibbs-White;Morgan Gibbs-White;Pass (Live);Gio Reyna;Pass (Live);;In Game
Nott'ham Forest;Against;52;30/03/2024;Matchweek 30;Home;Jean-Philippe Mateta;Crystal Palace;Y;0.14;0.24;Right Foot;17;11;0-0;Matz Sels;Eberechi Eze;Eberechi Eze;Pass (Live);Jefferson Lerma;Pass (Live);;In Game
Sheffield Utd;For;25;30/03/2024;Matchweek 30;Home;Ben Brereton;Fulham;Y;0.56;0.70;Right Foot;8;58;0-0;Bernd Leno;Oliver McBurnie;Oliver McBurnie;Pass (Live);Ben Osborn;Pass (Live);;In Game
Sheffield Utd;For;26;30/03/2024;Matchweek 30;Home;Oliver McBurnie;Fulham;Y;0.70;0.23;Left Foot;8;68;01-janv;Bernd Leno;Ben Brereton;Ben Brereton;Pass (Live);Gustavo Hamer;Pass (Dead);;Set Piece
Sheffield Utd;For;27;30/03/2024;Matchweek 30;Home;Ben Brereton;Fulham;Y;0.47;0.44;Head;5;70;02-janv;Bernd Leno;Gustavo Hamer;Gustavo Hamer;Pass (Live);Oliver McBurnie;Pass (Live);;In Game
Sheffield Utd;Against;75;30/03/2024;Matchweek 30;Home;João Palhinha;Fulham;Y;0.07;0.39;Head;9;62;0-1;Ivo Grbić;Andreas Pereira;Andreas Pereira;Pass (Dead);Andreas Pereira;Pass (Live);;Set Piece
Sheffield Utd;Against;76;30/03/2024;Matchweek 30;Home;Bobby Reid;Fulham;N;0.05;0.21;Right Foot;25;86;01-mars;Ivo Grbić;Tom Cairney;Tom Cairney;Pass (Live);Tom Cairney;Take-On;;In Game
Sheffield Utd;Against;77;30/03/2024;Matchweek 30;Home;Rodrigo Muniz;Fulham;Y;0.09;0.23;Right Foot;13;90+3;02-mars;Ivo Grbić;Adama Traoré;Adama Traoré;Pass (Live);Willian;Pass (Live);Volley;In Game
Tottenham;For;60;30/03/2024;Matchweek 30;Home;Issa Kaboré (OG);Luton Town;Y;;;;;51;0-1;Thomas Kaminski;;;;;;Own Goal;In Game
Tottenham;For;61;30/03/2024;Matchweek 30;Home;Son Heung-min;Luton Town;Y*;0.22;0.13;Right Foot;15;86;01-janv;Thomas Kaminski;Brennan Johnson;Brennan Johnson;Pass (Live);Timo Werner;Pass (Live);Deflected;In Game
Tottenham;Against;43;30/03/2024;Matchweek 30;Home;Tahith Chong;Luton Town;Y;0.12;0.55;Left Foot;13;3;0-0;Guglielmo Vicario;Ross Barkley;Ross Barkley;Pass (Live);Andros Townsend;Pass (Live);;In Game
West Ham;For;47;30/03/2024;Matchweek 30;Away;Michail Antonio;Newcastle Utd;Y;0.46;0.54;Right Foot;15;21;0-1;Martin Dúbravka;Lucas Paquetá;Lucas Paquetá;Pass (Live);James Ward-Prowse;Pass (Live);;In Game
West Ham;For;48;30/03/2024;Matchweek 30;Away;Kudus Mohammed;Newcastle Utd;Y;0.16;0.66;Right Foot;11;45+10;01-janv;Martin Dúbravka;Jarrod Bowen;Lucas Paquetá;Pass (Dead);Kudus Mohammed;Fouled;;Set Piece
West Ham;For;49;30/03/2024;Matchweek 30;Away;Jarrod Bowen;Newcastle Utd;Y;0.20;0.17;Right Foot;19;48;02-janv;Martin Dúbravka;Kudus Mohammed;Kudus Mohammed;Pass (Live);Kudus Mohammed;Take-On;;In Game
West Ham;Against;51;30/03/2024;Matchweek 30;Away;Alexander Isak;Newcastle Utd;Y;0.79;0.99;Right Foot;13;6;0-0;Alphonse Areola;;Anthony Gordon;Fouled;Anthony Gordon;Pass (Live);;Penalty Kick
West Ham;Against;52;30/03/2024;Matchweek 30;Away;Alexander Isak;Newcastle Utd;Y;0.79;1.00;Right Foot;13;77;01-mars;Łukasz Fabiański;;Anthony Gordon;Fouled;Bruno Guimarães;Shot;;Penalty Kick
West Ham;Against;53;30/03/2024;Matchweek 30;Away;Harvey Barnes;Newcastle Utd;N;0.57;0.67;Right Foot;13;83;02-mars;Łukasz Fabiański;Alexander Isak;Alexander Isak;Pass (Live);Fabian Schär;Pass (Live);;In Game
West Ham;Against;54;30/03/2024;Matchweek 30;Away;Harvey Barnes;Newcastle Utd;N;0.06;0.41;Right Foot;26;90;03-mars;Łukasz Fabiański;Anthony Gordon;Harvey Barnes;Take-On;Anthony Gordon;Pass (Live);;In Game
Wolves;Against;45;30/03/2024;Matchweek 30;Away;Moussa Diaby;Aston Villa;Y;0.07;0.13;Left Foot;21;36;0-0;José Sá;;Douglas Luiz;Pass (Dead);Douglas Luiz;Fouled;;Set Piece
Wolves;Against;46;30/03/2024;Matchweek 30;Away;Ezri Konsa;Aston Villa;Y;0.07;0.46;Right Foot;10;65;1-0;José Sá;Moussa Diaby;Moussa Diaby;Pass (Live);Nicolò Zaniolo;Pass (Live);;In Game
Arsenal;For;7;03/09/2023;Matchweek 4;Home;Martin Ødegaard;Manchester Utd;Y*;0.17;0.23;Left Foot;16;28;0-1;André Onana;Martinelli;Martinelli;Pass (Live);Eddie Nketiah;Pass (Live);;In Game
Arsenal;For;8;03/09/2023;Matchweek 4;Home;Declan Rice;Manchester Utd;Y;0.05;0.12;Right Foot;14;90+6;01-janv;André Onana;Bukayo Saka;Bukayo Saka;Pass (Dead);Martin Ødegaard;Shot;Deflected;Set Piece
Arsenal;For;9;03/09/2023;Matchweek 4;Home;Gabriel Jesus;Manchester Utd;N;0.76;0.96;Right Foot;10;90+11;02-janv;André Onana;Fabio Vieira;Gabriel Jesus;Take-On;Fabio Vieira;Pass (Live);;In Game
Arsenal;Against;5;03/09/2023;Matchweek 4;Home;Marcus Rashford;Manchester Utd;Y;0.20;0.53;Right Foot;16;27;0-0;Aaron Ramsdale;Christian Eriksen;Christian Eriksen;Pass (Live);Christian Eriksen;Interception;;In Game
Aston Villa;Against;7;03/09/2023;Matchweek 4;Away;Dominik Szoboszlai;Liverpool;Y;0.03;0.39;Left Foot;20;3;0-0;Emiliano Martínez;Trent Alexander-Arnold;Trent Alexander-Arnold;Pass (Dead);;;Deflected;Set Piece
Aston Villa;Against;8;03/09/2023;Matchweek 4;Away;Matty Cash (OG);Liverpool;Y;;;;;22;1-0;Emiliano Martínez;;;;;;Own Goal;In Game
Aston Villa;Against;9;03/09/2023;Matchweek 4;Away;Mohamed Salah;Liverpool;Y;0.50;0.48;Left Foot;3;55;2-0;Emiliano Martínez;Darwin Núñez;Darwin Núñez;Shot;;;;In Game
Bournemouth;For;6;02/09/2023;Matchweek 4;Away;Dominic Solanke;Brentford;Y;0.18;0.09;Right Foot;13;30;0-1;Mark Flekken;Marcos Senesi;Marcos Senesi;Pass (Live);Milos Kerkez;Tackle;;In Game
Bournemouth;For;7;02/09/2023;Matchweek 4;Away;David Brooks;Brentford;N;0.99;0.93;Left Foot;4;77;01-janv;Mark Flekken;Marcus Tavernier;David Brooks;Take-On;Marcus Tavernier;Pass (Live);;In Game
Bournemouth;Against;9;02/09/2023;Matchweek 4;Away;Mathias Jensen;Brentford;Y;0.03;0.07;Right Foot;21;7;0-0;Neto;;Kevin Schade;Fouled;Ethan Pinnock;Pass (Live);Free Kick;Free Kick
Bournemouth;Against;10;02/09/2023;Matchweek 4;Away;Bryan Mbeumo;Brentford;Y;0.59;0.51;Left Foot;16;90+3;01-févr;Neto;Nathan Collins;Nathan Collins;Pass (Live);;;;In Game
Brentford;For;8;02/09/2023;Matchweek 4;Home;Mathias Jensen;Bournemouth;Y;0.03;0.07;Right Foot;21;7;0-0;Neto;;Kevin Schade;Fouled;Ethan Pinnock;Pass (Live);Free Kick;Free Kick
Brentford;For;9;02/09/2023;Matchweek 4;Home;Bryan Mbeumo;Bournemouth;Y;0.59;0.51;Left Foot;16;90+3;01-févr;Neto;Nathan Collins;Nathan Collins;Pass (Live);;;;In Game
Brentford;Against;5;02/09/2023;Matchweek 4;Home;Dominic Solanke;Bournemouth;Y;0.18;0.09;Right Foot;13;30;0-1;Mark Flekken;Marcos Senesi;Marcos Senesi;Pass (Live);Milos Kerkez;Tackle;;In Game
Brentford;Against;6;02/09/2023;Matchweek 4;Home;David Brooks;Bournemouth;N;0.99;0.93;Left Foot;4;77;01-janv;Mark Flekken;Marcus Tavernier;David Brooks;Take-On;Marcus Tavernier;Pass (Live);;In Game
Brighton;For;10;02/09/2023;Matchweek 4;Home;Evan Ferguson;Newcastle Utd;Y;0.76;0.82;Right Foot;7;27;0-0;Nick Pope;;Billy Gilmour;Shot;;;;In Game
Brighton;For;11;02/09/2023;Matchweek 4;Home;Evan Ferguson;Newcastle Utd;Y;0.03;0.26;Right Foot;29;65;1-0;Nick Pope;Billy Gilmour;Billy Gilmour;Pass (Live);Lewis Dunk;Pass (Live);;In Game
Brighton;For;12;02/09/2023;Matchweek 4;Home;Evan Ferguson;Newcastle Utd;Y;0.05;0.22;Left Foot;21;70;2-0;Nick Pope;Kaoru Mitoma;Kaoru Mitoma;Pass (Live);Billy Gilmour;Pass (Live);Deflected;In Game
Brighton;Against;6;02/09/2023;Matchweek 4;Home;Callum Wilson;Newcastle Utd;N;0.45;0.48;Right Foot;9;90+2;0-3;Bart Verbruggen;Sean Longstaff;Callum Wilson;Take-On;Sean Longstaff;Pass (Live);;In Game
Burnley;For;3;02/09/2023;Matchweek 4;Home;Lyle Foster;Tottenham;Y;0.36;0.46;Left Foot;9;4;0-0;Guglielmo Vicario;Luca Koleosho;Luca Koleosho;Pass (Live);Connor Roberts;Pass (Live);;In Game
Burnley;For;4;02/09/2023;Matchweek 4;Home;Josh Brownhill;Tottenham;N;0.12;0.75;Left Foot;11;90+4;01-mai;Guglielmo Vicario;Josh Cullen;Josh Cullen;Pass (Live);Josh Brownhill;Pass (Live);Deflected;In Game
Burnley;Against;7;02/09/2023;Matchweek 4;Home;Son Heung-min;Tottenham;Y*;0.20;0.33;Right Foot;8;16;0-1;James Trafford;Manor Solomon;Manor Solomon;Pass (Live);Son Heung-min;Pass (Live);;In Game
Burnley;Against;8;02/09/2023;Matchweek 4;Home;Cristian Romero;Tottenham;Y;0.03;0.64;Right Foot;21;45+2;01-janv;James Trafford;;Pape Matar Sarr;Shot;;;;In Game
Burnley;Against;9;02/09/2023;Matchweek 4;Home;James Maddison;Tottenham;Y;0.09;0.37;Right Foot;23;54;02-janv;James Trafford;Destiny Udogie;Destiny Udogie;Pass (Live);;;;In Game
Burnley;Against;10;02/09/2023;Matchweek 4;Home;Son Heung-min;Tottenham;Y*;0.19;0.43;Right Foot;15;63;03-janv;James Trafford;Manor Solomon;Manor Solomon;Pass (Live);Destiny Udogie;Pass (Live);;In Game
Burnley;Against;11;02/09/2023;Matchweek 4;Home;Son Heung-min;Tottenham;Y*;0.55;0.67;Left Foot;10;66;04-janv;James Trafford;Pedro Porro;Pedro Porro;Pass (Live);James Maddison;Pass (Live);;In Game
Chelsea;Against;6;02/09/2023;Matchweek 4;Home;Anthony Elanga;Nott'ham Forest;N;0.33;0.54;Right Foot;16;48;0-0;Robert Sánchez;Taiwo Awoniyi;Taiwo Awoniyi;Pass (Live);Orel Mangala;Pass (Live);;In Game
Crystal Palace;For;7;03/09/2023;Matchweek 4;Home;Odsonne Édouard;Wolves;Y;0.23;0.94;Right Foot;4;56;0-0;José Sá;Tyrick Mitchell;Tyrick Mitchell;Pass (Live);Cheick Doucouré;Pass (Live);Volley;In Game
Crystal Palace;For;8;03/09/2023;Matchweek 4;Home;Eberechi Eze;Wolves;Y;0.50;0.92;Right Foot;10;78;01-janv;José Sá;Jean-Philippe Mateta;Jean-Philippe Mateta;Pass (Live);Joel Ward;Pass (Live);;In Game
Crystal Palace;For;9;03/09/2023;Matchweek 4;Home;Odsonne Édouard;Wolves;Y;0.15;0.39;Right Foot;16;84;02-janv;José Sá;Jean-Philippe Mateta;Jean-Philippe Mateta;Pass (Live);Odsonne Édouard;Pass (Live);;In Game
Crystal Palace;Against;5;03/09/2023;Matchweek 4;Home;Hwang Hee-chan;Wolves;N;0.06;0.18;Head;8;65;0-1;Sam Johnstone;Pedro Neto;Pedro Neto;Pass (Dead);Rayan Aït Nouri;Fouled;;Set Piece
Crystal Palace;Against;6;03/09/2023;Matchweek 4;Home;Matheus Cunha;Wolves;Y;0.39;0.39;Head;8;90+6;01-mars;Sam Johnstone;Pedro Neto;Pedro Neto;Pass (Live);Hugo Bueno;Pass (Live);;In Game
Everton;For;3;02/09/2023;Matchweek 4;Away;Abdoulaye Doucouré;Sheffield Utd;Y;0.91;0.99;Left Foot;2;14;0-0;Wes Foderingham;;Abdoulaye Doucouré;Shot;;;;In Game
Everton;For;4;02/09/2023;Matchweek 4;Away;Arnaut Danjuma;Sheffield Utd;Y;0.70;0.97;Left Foot;3;55;01-févr;Wes Foderingham;Nathan Patterson;Nathan Patterson;Pass (Live);Beto;Pass (Live);;In Game
Everton;Against;8;02/09/2023;Matchweek 4;Away;Cameron Archer;Sheffield Utd;Y;0.12;0.27;Right Foot;16;33;0-1;Jordan Pickford;Oliver McBurnie;Oliver McBurnie;Pass (Live);Gustavo Hamer;Pass (Live);;In Game
Everton;Against;9;02/09/2023;Matchweek 4;Away;Jordan Pickford (OG);Sheffield Utd;Y;;;;;45+3;01-janv;Jordan Pickford;;;;;;Own Goal;In Game
Fulham;For;5;02/09/2023;Matchweek 4;Away;Tim Ream;Manchester City;Y;0.96;0.97;Left Foot;1;33;0-1;Ederson;;Bobby Reid;Shot;;;;In Game
Fulham;Against;7;02/09/2023;Matchweek 4;Away;Julián Álvarez;Manchester City;Y;0.57;0.86;Right Foot;8;31;0-0;Bernd Leno;Erling Haaland;Erling Haaland;Shot;;;;In Game
Fulham;Against;8;02/09/2023;Matchweek 4;Away;Nathan Aké;Manchester City;Y;0.03;0.38;Head;14;45+5;01-janv;Bernd Leno;Phil Foden;Phil Foden;Pass (Dead);Kyle Walker;Pass (Live);;Set Piece
Fulham;Against;9;02/09/2023;Matchweek 4;Away;Erling Haaland;Manchester City;Y;0.53;0.68;Left Foot;17;58;02-janv;Bernd Leno;;Rodri;Pass (Live);Manuel Akanji;Pass (Live);;In Game
Fulham;Against;10;02/09/2023;Matchweek 4;Away;Erling Haaland;Manchester City;Y;0.79;1.00;Left Foot;13;70;03-janv;Bernd Leno;;Julián Álvarez;Fouled;Manuel Akanji;Pass (Live);;Penalty Kick
Fulham;Against;11;02/09/2023;Matchweek 4;Away;Erling Haaland;Manchester City;Y;0.19;0.46;Left Foot;15;90+5;04-janv;Bernd Leno;Sergio Gómez;Sergio Gómez;Pass (Live);Sergio Gómez;Take-On;;In Game
Liverpool;For;7;03/09/2023;Matchweek 4;Home;Dominik Szoboszlai;Aston Villa;Y;0.03;0.39;Left Foot;20;3;0-0;Emiliano Martínez;Trent Alexander-Arnold;Trent Alexander-Arnold;Pass (Dead);;;Deflected;Set Piece
Liverpool;For;8;03/09/2023;Matchweek 4;Home;Matty Cash (OG);Aston Villa;Y;;;;;22;1-0;Emiliano Martínez;;;;;;Own Goal;In Game
Liverpool;For;9;03/09/2023;Matchweek 4;Home;Mohamed Salah;Aston Villa;Y;0.50;0.48;Left Foot;3;55;2-0;Emiliano Martínez;Darwin Núñez;Darwin Núñez;Shot;;;;In Game
Luton Town;For;2;01/09/2023;Matchweek 4;Home;Mads Juel Andersen;West Ham;Y;0.12;0.76;Head;8;90+2;0-2;Alphonse Areola;Carlton Morris;Carlton Morris;Pass (Live);Amari'i Bell;Pass (Live);;In Game
Luton Town;Against;8;01/09/2023;Matchweek 4;Home;Jarrod Bowen;Luton Town;Y;0.44;0.91;Head;6;37;0-0;Thomas Kaminski;Lucas Paquetá;Lucas Paquetá;Pass (Live);Edson Álvarez;Pass (Live);;In Game
Luton Town;Against;9;01/09/2023;Matchweek 4;Home;Kurt Zouma;Luton Town;Y*;0.20;0.38;Head;8;85;1-0;Thomas Kaminski;James Ward-Prowse;James Ward-Prowse;Pass (Dead);Lucas Paquetá;Pass (Live);;Set Piece
Manchester City;For;9;02/09/2023;Matchweek 4;Home;Julián Álvarez;Fulham;Y;0.57;0.86;Right Foot;8;31;0-0;Bernd Leno;Erling Haaland;Erling Haaland;Shot;;;;In Game
Manchester City;For;10;02/09/2023;Matchweek 4;Home;Nathan Aké;Fulham;Y;0.03;0.38;Head;14;45+5;01-janv;Bernd Leno;Phil Foden;Phil Foden;Pass (Dead);Kyle Walker;Pass (Live);;Set Piece
Manchester City;For;11;02/09/2023;Matchweek 4;Home;Erling Haaland;Fulham;Y;0.53;0.68;Left Foot;17;58;02-janv;Bernd Leno;;Rodri;Pass (Live);Manuel Akanji;Pass (Live);;In Game
Manchester City;For;12;02/09/2023;Matchweek 4;Home;Erling Haaland;Fulham;Y;0.79;1.00;Left Foot;13;70;03-janv;Bernd Leno;;Julián Álvarez;Fouled;Manuel Akanji;Pass (Live);;Penalty Kick
Manchester City;For;13;02/09/2023;Matchweek 4;Home;Erling Haaland;Fulham;Y;0.19;0.46;Left Foot;15;90+5;04-janv;Bernd Leno;Sergio Gómez;Sergio Gómez;Pass (Live);Sergio Gómez;Take-On;;In Game
Manchester City;Against;4;02/09/2023;Matchweek 4;Home;Tim Ream;Fulham;Y;0.96;0.97;Left Foot;1;33;0-1;Ederson;;Bobby Reid;Shot;;;;In Game
Manchester Utd;For;5;03/09/2023;Matchweek 4;Away;Marcus Rashford;Arsenal;Y;0.19;0.53;Right Foot;16;27;0-0;Aaron Ramsdale;Christian Eriksen;Christian Eriksen;Pass (Live);Christian Eriksen;Interception;;In Game
Manchester Utd;Against;5;03/09/2023;Matchweek 4;Away;Martin Ødegaard;Arsenal;Y*;0.18;0.37;Left Foot;16;28;0-1;André Onana;Martinelli;Martinelli;Pass (Live);Eddie Nketiah;Pass (Live);;In Game
Manchester Utd;Against;6;03/09/2023;Matchweek 4;Away;Declan Rice;Arsenal;Y;0.05;0.11;Right Foot;13;90+6;01-janv;André Onana;Bukayo Saka;Bukayo Saka;Pass (Dead);Martin Ødegaard;Shot;Deflected;Set Piece
Manchester Utd;Against;7;03/09/2023;Matchweek 4;Away;Gabriel Jesus;Arsenal;N;0.67;0.97;Right Foot;10;90+11;02-janv;André Onana;Fabio Vieira;Gabriel Jesus;Take-On;Fabio Vieira;Pass (Live);;In Game
Newcastle Utd;For;7;02/09/2023;Matchweek 4;Away;Callum Wilson;Brighton;N;0.45;0.48;Right Foot;9;90+2;0-3;Bart Verbruggen;Sean Longstaff;Callum Wilson;Take-On;Sean Longstaff;Pass (Live);;In Game
Newcastle Utd;Against;5;02/09/2023;Matchweek 4;Away;Evan Ferguson;Brighton;Y;0.76;0.82;Right Foot;7;27;0-0;Nick Pope;;Billy Gilmour;Shot;;;;In Game
Newcastle Utd;Against;6;02/09/2023;Matchweek 4;Away;Evan Ferguson;Brighton;Y;0.03;0.26;Right Foot;29;65;1-0;Nick Pope;Billy Gilmour;Billy Gilmour;Pass (Live);Lewis Dunk;Pass (Live);;In Game
Newcastle Utd;Against;7;02/09/2023;Matchweek 4;Away;Evan Ferguson;Brighton;Y;0.05;0.22;Left Foot;21;70;2-0;Nick Pope;Kaoru Mitoma;Kaoru Mitoma;Pass (Live);Billy Gilmour;Pass (Live);Deflected;In Game
Nott'ham Forest;For;6;02/09/2023;Matchweek 4;Away;Anthony Elanga;Chelsea;N;0.33;0.54;Right Foot;16;48;0-0;Robert Sánchez;Taiwo Awoniyi;Taiwo Awoniyi;Pass (Live);Orel Mangala;Pass (Live);;In Game
